"id","mechanic"
301366,"Hand Management"
301366,"Hexagon Grid"
301366,"Movement Points"
301366,"Network and Route Building"
301366,"Once-Per-Game Abilities"
301366,"Pieces as Map"
301366,"Solo / Solitaire Game"
301366,"Take That"
301366,"Tile Placement"
301366,"Variable Player Powers"
27061,"Simultaneous Action Selection"
19534,"Hexagon Grid"
14746,"Dice Rolling"
14746,"Hexagon Grid"
14746,"Simulation"
25795,"Tile Placement"
206202,"Set Collection"
12054,"Dice Rolling"
12054,"Hexagon Grid"
12054,"Simulation"
235695,"Player Elimination"
235695,"Trading"
14696,"Betting and Bluffing"
14696,"Roll / Spin and Move"
197020,"Area Majority / Influence"
197020,"Dice Rolling"
197020,"Player Elimination"
246568,"Action Points"
246568,"Campaign / Battle Card Driven"
246568,"Cooperative Game"
246568,"Dice Rolling"
240825,"Deck Bag and Pool Building"
240825,"Grid Movement"
240825,"Hand Management"
240825,"Pattern Building"
248496,"Set Collection"
172707,"Area Movement"
172707,"Cooperative Game"
229703,"Card Drafting"
229703,"Deck Bag and Pool Building"
229703,"Hand Management"
229703,"Hexagon Grid"
229703,"King of the Hill"
229703,"Player Elimination"
148628,"Card Drafting"
148628,"Hand Management"
148628,"Take That"
296354,"Action Drafting"
286138,"Cooperative Game"
286138,"Hand Management"
343898,"Moving Multiple Units"
6661,"Modular Board"
6661,"Tile Placement"
235455,"Set Collection"
263437,"Hand Management"
263437,"Take That"
263437,"Trading"
32086,"Area Movement"
32086,"Dice Rolling"
32086,"Simulation"
205877,"Action Points"
205877,"Dice Rolling"
205877,"Point to Point Movement"
167850,"Dice Rolling"
167850,"Push Your Luck"
40766,"Area Movement"
40766,"Dice Rolling"
40766,"Secret Unit Deployment"
189427,"Dice Rolling"
189427,"Hexagon Grid"
189427,"Paper-and-Pencil"
63014,"Tile Placement"
129625,"Area Majority / Influence"
129625,"Hand Management"
8201,"Action Points"
8201,"Modular Board"
8201,"Point to Point Movement"
189902,"Hand Management"
189902,"Modular Board"
189902,"Tile Placement"
151530,"Dice Rolling"
151530,"Roll / Spin and Move"
39545,"Area Movement"
39545,"Hexagon Grid"
11641,"Set Collection"
165640,"Card Drafting"
165640,"Hand Management"
165640,"Take That"
10152,"Cooperative Game"
10152,"Memory"
10152,"Pattern Recognition"
162295,"Singing"
342443,"Cooperative Game"
342443,"Flicking"
342443,"Narrative Choice / Paragraph"
342443,"Solo / Solitaire Game"
8233,"Alliances"
8233,"Dice Rolling"
8233,"Events"
8233,"Grid Movement"
8233,"Hexagon Grid"
8233,"Income"
8233,"Movement Points"
8233,"Negotiation"
8233,"Player Elimination"
8233,"Simulation"
8233,"Three Dimensional Movement"
8233,"Variable Set-up"
224590,"Action Points"
224590,"Contracts"
224590,"Cooperative Game"
224590,"Dice Rolling"
224590,"Events"
224590,"Grid Movement"
224590,"Simulation"
11441,"Dice Rolling"
11441,"Hexagon Grid"
11441,"Simulation"
57767,"Area Movement"
57767,"Modular Board"
288276,"Role Playing"
288276,"Storytelling"
288276,"Voting"
185195,"Hand Management"
185195,"Push Your Luck"
185195,"Take That"
185195,"Tile Placement"
10626,"Hexagon Grid"
10626,"Variable Phase Order"
250284,"Hand Management"
38860,"Cooperative Game"
38860,"Dice Rolling"
38860,"Hand Management"
38860,"Modular Board"
38860,"Roll / Spin and Move"
38860,"Variable Player Powers"
223892,"Card Drafting"
165651,"Acting"
165651,"Hand Management"
107027,"Hexagon Grid"
96157,"Campaign / Battle Card Driven"
96157,"Dice Rolling"
96157,"Hexagon Grid"
255235,"Dice Rolling"
255235,"Grid Movement"
255235,"Hexagon Grid"
255235,"Movement Points"
255235,"Simulation"
255235,"Zone of Control"
17939,"Modular Board"
17939,"Network and Route Building"
17939,"Stock Holding"
17939,"Tile Placement"
31797,"Role Playing"
31797,"Storytelling"
31797,"Variable Player Powers"
297821,"Hand Management"
297821,"Take That"
90125,"Modular Board"
90125,"Pattern Recognition"
44715,"Simultaneous Action Selection"
183404,"Acting"
183404,"Cooperative Game"
183404,"Player Elimination"
183404,"Team-Based Game"
128658,"Tile Placement"
317722,"Area Majority / Influence"
317722,"Deck Construction"
317722,"Dice Rolling"
204764,"Chit-Pull System"
204764,"Dice Rolling"
204764,"Hexagon Grid"
298618,"Drafting"
298618,"Pattern Building"
298618,"Set Collection"
13132,"Auction/Bidding"
13132,"Roll / Spin and Move"
13132,"Set Collection"
13132,"Trading"
90460,"Simultaneous Action Selection"
10459,"Roll / Spin and Move"
341427,"Hand Management"
341427,"Trick-taking"
242076,"Card Drafting"
242076,"Dice Rolling"
242076,"Set Collection"
2996,"Area Majority / Influence"
3628,"Memory"
3628,"Set Collection"
238355,"Action Queue"
238355,"Cooperative Game"
238355,"Grid Movement"
238355,"Memory"
238355,"Pick-up and Deliver"
209774,"Deck Bag and Pool Building"
209774,"Hand Management"
5266,"Dice Rolling"
5266,"Roll / Spin and Move"
287552,"Connections"
59650,"Hand Management"
59650,"Player Elimination"
27981,"Pattern Recognition"
217007,"Player Elimination"
217007,"Role Playing"
217007,"Voting"
323236,"Card Play Conflict Resolution"
323236,"Hand Management"
323236,"Simulation"
224152,"Area Majority / Influence"
224152,"Hand Management"
224152,"Take That"
4614,"Line Drawing"
4614,"Memory"
4614,"Pattern Building"
4614,"Set Collection"
182410,"Area Movement"
182410,"Dice Rolling"
182410,"Simulation"
182410,"Solo / Solitaire Game"
24901,"Dice Rolling"
24901,"Memory"
24901,"Set Collection"
6936,"Action Queue"
6936,"Campaign / Battle Card Driven"
6936,"Hexagon Grid"
6936,"Simulation"
8353,"Hexagon Grid"
8353,"Ratio / Combat Results Table"
230488,"Area Majority / Influence"
230488,"Dice Rolling"
230488,"Network and Route Building"
230488,"Tile Placement"
230488,"Variable Player Powers"
26052,"Hexagon Grid"
34655,"Pattern Building"
34655,"Tile Placement"
228601,"Acting"
228601,"Set Collection"
228601,"Time Track"
258725,"Set Collection"
9013,"Dice Rolling"
9013,"Grid Movement"
9013,"Hexagon Grid"
9013,"Secret Unit Deployment"
9013,"Simulation"
17021,"Dice Rolling"
17021,"Push Your Luck"
294773,"Dice Rolling"
294773,"Push Your Luck"
9018,"Point to Point Movement"
9018,"Simulation"
220406,"Card Drafting"
220406,"Player Elimination"
220406,"Set Collection"
131894,"Dice Rolling"
131894,"Hexagon Grid"
131894,"Simulation"
7009,"Dice Rolling"
7009,"Events"
7009,"Grid Movement"
7009,"Hexagon Grid"
7009,"Line of Sight"
7009,"Movement Points"
7009,"Ratio / Combat Results Table"
7009,"Scenario / Mission / Campaign Game"
7009,"Simulation"
240698,"Action Points"
240698,"Events"
240698,"Hand Management"
240698,"Modular Board"
240698,"Take That"
13440,"Variable Player Powers"
286534,"Area Majority / Influence"
286534,"Push Your Luck"
286534,"Secret Unit Deployment"
286534,"Simultaneous Action Selection"
286534,"Solo / Solitaire Game"
286534,"Take That"
286534,"Worker Placement"
2664,"Dice Rolling"
199247,"Card Drafting"
199247,"Deck Bag and Pool Building"
199247,"Hand Management"
199247,"Player Elimination"
73243,"Hexagon Grid"
73243,"Simulation"
284585,"Cooperative Game"
284585,"Team-Based Game"
284585,"Variable Player Powers"
143250,"Card Drafting"
143250,"Dice Rolling"
143250,"Set Collection"
143250,"Variable Player Powers"
231087,"Dice Rolling"
231087,"Modular Board"
231087,"Player Elimination"
231087,"Point to Point Movement"
231087,"Roll / Spin and Move"
172642,"Card Drafting"
36538,"Memory"
36538,"Rock-Paper-Scissors"
36538,"Secret Unit Deployment"
27127,"Dice Rolling"
27127,"Grid Movement"
27127,"Hexagon Grid"
27127,"Line of Sight"
27127,"Simulation"
27127,"Zone of Control"
4912,"Roll / Spin and Move"
415,"Simultaneous Action Selection"
337754,"Matching"
337754,"Track Movement"
8691,"Dice Rolling"
8691,"Memory"
8691,"Paper-and-Pencil"
8691,"Roll / Spin and Move"
8691,"Team-Based Game"
146747,"Card Drafting"
146747,"Hand Management"
176400,"Card Drafting"
176400,"Dice Rolling"
176400,"Take That"
312959,"Dice Rolling"
312959,"Different Dice Movement"
312959,"Grid Movement"
312959,"Hexagon Grid"
312959,"Modular Board"
312959,"Push Your Luck"
312959,"Race"
312959,"Roll / Spin and Move"
312959,"Simulation"
312959,"Solo / Solitaire Game"
73367,"Set Collection"
151357,"Tile Placement"
112532,"Area Movement"
112532,"Connections"
112532,"Grid Movement"
112532,"Hexagon Grid"
112532,"Ownership"
112532,"Set Collection"
112532,"Take That"
112532,"Variable Set-up"
332420,"Area Movement"
332420,"Grid Movement"
332420,"Hand Management"
332420,"Modular Board"
332420,"Player Elimination"
332420,"Simulation"
332420,"Variable Phase Order"
332420,"Variable Player Powers"
332420,"Worker Placement"
85562,"Memory"
332018,"Action Points"
332018,"Dice Rolling"
332018,"Grid Movement"
332018,"Variable Player Powers"
153980,"Auction/Bidding"
153980,"Trick-taking"
309341,"Modular Board"
309341,"Pattern Building"
309341,"Slide/Push"
309341,"Solo / Solitaire Game"
9569,"Dice Rolling"
9569,"Grid Movement"
9569,"Hexagon Grid"
9569,"Paper-and-Pencil"
9569,"Scenario / Mission / Campaign Game"
9569,"Simulation"
9569,"Simultaneous Action Selection"
873,"Tile Placement"
71304,"Hand Management"
71304,"Simultaneous Action Selection"
282300,"Area Movement"
282300,"Dice Rolling"
282300,"Simulation"
348463,"Hand Management"
348463,"Modular Board"
348463,"Pattern Building"
348463,"Pattern Movement"
348463,"Pattern Recognition"
348463,"Pieces as Map"
348463,"Set Collection"
348463,"Tile Placement"
187164,"Cooperative Game"
187164,"Role Playing"
187164,"Storytelling"
13388,"Dice Rolling"
13388,"Hexagon Grid"
33157,"Commodity Speculation"
33157,"Variable Player Powers"
3503,"Card Drafting"
3503,"Hand Management"
15182,"Area Movement"
233951,"Card Drafting"
233951,"Hand Management"
233951,"Set Collection"
6851,"Roll / Spin and Move"
6851,"Set Collection"
10266,"Area-Impulse"
10266,"Measurement Movement"
170676,"Hand Management"
29741,"Grid Movement"
232510,"Area Majority / Influence"
232510,"Hand Management"
232510,"Tile Placement"
226330,"Hand Management"
226330,"Push Your Luck"
226330,"Take That"
331979,"Area Majority / Influence"
331979,"Campaign / Battle Card Driven"
331979,"Command Cards"
331979,"Hand Management"
331979,"Team-Based Game"
1802,"Hand Management"
1802,"Set Collection"
1802,"Team-Based Game"
295295,"I Cut You Choose"
3342,"Auction/Bidding"
3342,"Roll / Spin and Move"
3342,"Variable Player Powers"
243927,"Grid Movement"
243927,"Square Grid"
23605,"Hexagon Grid"
27876,"Card Drafting"
239907,"Hand Management"
239907,"Take That"
148430,"Area Majority / Influence"
148430,"Auction/Bidding"
148430,"Hand Management"
148430,"Take That"
18690,"Dice Rolling"
155406,"Hand Management"
155406,"Set Collection"
288969,"Memory"
288969,"Tile Placement"
133886,"Dice Rolling"
133886,"Hand Management"
133886,"Player Elimination"
133886,"Take That"
11563,"Hexagon Grid"
7536,"Dice Rolling"
7536,"Pick-up and Deliver"
7536,"Secret Unit Deployment"
16741,"Dice Rolling"
16741,"Line of Sight"
16741,"Measurement Movement"
16741,"Scenario / Mission / Campaign Game"
16741,"Simulation"
301015,"Stacking and Balancing"
234216,"Point to Point Movement"
12743,"Dice Rolling"
12743,"Grid Movement"
12743,"Hexagon Grid"
12743,"Line of Sight"
12743,"Movement Points"
12743,"Simulation"
12743,"Variable Set-up"
195623,"Hand Management"
195623,"Trading"
195623,"Trick-taking"
1913,"Commodity Speculation"
1913,"Tile Placement"
84470,"Dice Rolling"
84470,"Line of Sight"
84470,"Measurement Movement"
84470,"Point to Point Movement"
288664,"Area Majority / Influence"
288664,"Area Movement"
288664,"Set Collection"
288664,"Simultaneous Action Selection"
288664,"Variable Phase Order"
288664,"Variable Player Powers"
4295,"Dice Rolling"
4295,"Events"
4295,"Grid Movement"
4295,"Hexagon Grid"
4295,"Line of Sight"
4295,"Movement Points"
4295,"Paper-and-Pencil"
4295,"Ratio / Combat Results Table"
4295,"Simulation"
4295,"Zone of Control"
136032,"Chit-Pull System"
136032,"Dice Rolling"
136032,"Hexagon Grid"
154327,"Commodity Speculation"
154327,"Modular Board"
154327,"Network and Route Building"
154327,"Tile Placement"
175845,"Dice Rolling"
175845,"Modular Board"
175845,"Simulation"
8049,"Action Points"
8049,"Variable Player Powers"
328,"Hand Management"
347505,"Cooperative Game"
347505,"Storytelling"
347505,"Turn Order: Progressive"
12222,"Hexagon Grid"
12222,"Simulation"
27781,"Card Drafting"
27781,"Set Collection"
19361,"Card Drafting"
19361,"Dice Rolling"
19361,"Events"
19361,"Grid Movement"
19361,"Hexagon Grid"
207063,"Betting and Bluffing"
207063,"Dice Rolling"
230063,"Card Drafting"
230063,"Hand Management"
301638,"Cooperative Game"
301638,"Hand Management"
327549,"Auction/Bidding"
275715,"Area Majority / Influence"
275715,"Dice Rolling"
186461,"Memory"
186461,"Modular Board"
186461,"Role Playing"
3983,"Hand Management"
3983,"Pattern Building"
149814,"Set Collection"
1983,"Roll / Spin and Move"
250834,"Pattern Recognition"
9418,"Dice Rolling"
9418,"Hexagon Grid"
9418,"Ratio / Combat Results Table"
9418,"Simulation"
287863,"Roll / Spin and Move"
287863,"Set Collection"
287863,"Stock Holding"
287863,"Take That"
287863,"Variable Player Powers"
4972,"Secret Unit Deployment"
40767,"Card Drafting"
3863,"Dice Rolling"
3863,"Point to Point Movement"
3863,"Race"
3863,"Role Playing"
3863,"Roll / Spin and Move"
3863,"Variable Player Powers"
168236,"Cooperative Game"
168236,"Roll / Spin and Move"
237585,"Area Majority / Influence"
237585,"Betting and Bluffing"
237585,"Grid Movement"
237585,"Pick-up and Deliver"
26163,"Card Drafting"
26163,"Pick-up and Deliver"
122961,"Betting and Bluffing"
122961,"Tile Placement"
81445,"Roll / Spin and Move"
325611,"Action/Event"
325611,"Card Play Conflict Resolution"
325611,"Chaining"
325611,"Events"
325611,"Hand Management"
325611,"Player Elimination"
325611,"Semi-Cooperative Game"
325611,"Team-Based Game"
157942,"Deck Bag and Pool Building"
157942,"Pattern Building"
247473,"Line Drawing"
16471,"Hexagon Grid"
39389,"Memory"
92661,"Paper-and-Pencil"
92661,"Voting"
13818,"Set Collection"
13818,"Trading"
157053,"Acting"
157053,"Card Drafting"
157053,"Dice Rolling"
157053,"Modular Board"
157053,"Storytelling"
157053,"Variable Player Powers"
157294,"Push Your Luck"
309250,"Action/Event"
309250,"Chaining"
309250,"Deck Construction"
309250,"Deduction"
309250,"Drafting"
309250,"Hand Management"
309250,"Team-Based Game"
313776,"Dice Rolling"
313776,"Simulation"
313776,"Solo / Solitaire Game"
22329,"Area Movement"
22329,"Campaign / Battle Card Driven"
22329,"Dice Rolling"
180915,"Memory"
180915,"Push Your Luck"
180915,"Storytelling"
200549,"Area Movement"
200549,"Grid Movement"
200549,"Variable Player Powers"
2315,"Point to Point Movement"
3916,"Role Playing"
99062,"Hexagon Grid"
42259,"Pattern Building"
42259,"Pattern Recognition"
42259,"Role Playing"
181194,"Network and Route Building"
181194,"Pattern Building"
181194,"Tile Placement"
280856,"Dice Rolling"
280856,"Network and Route Building"
280856,"Paper-and-Pencil"
280856,"Simultaneous Action Selection"
72566,"Auction/Bidding"
72566,"Player Elimination"
72566,"Roll / Spin and Move"
72566,"Set Collection"
72566,"Trading"
296577,"Area Majority / Influence"
296577,"Campaign / Battle Card Driven"
296577,"Solo / Solitaire Game"
296577,"Tug of War"
21141,"Dice Rolling"
21141,"Hexagon Grid"
21141,"Simulation"
168226,"Storytelling"
223332,"Hand Management"
223332,"Take That"
223332,"Team-Based Game"
223332,"Trick-taking"
16085,"Dice Rolling"
16085,"Simulation"
30334,"Deduction"
30334,"Team-Based Game"
286891,"Player Elimination"
286891,"Team-Based Game"
286891,"Variable Player Powers"
286891,"Voting"
9541,"Roll / Spin and Move"
9541,"Set Collection"
272803,"Roll / Spin and Move"
319600,"Dice Rolling"
319600,"Push Your Luck"
319600,"Set Collection"
7318,"Stacking and Balancing"
114284,"Auction/Bidding"
114284,"Player Elimination"
114284,"Roll / Spin and Move"
114284,"Set Collection"
114284,"Trading"
171385,"Tile Placement"
148668,"Take That"
148668,"Tile Placement"
234623,"Hand Management"
234623,"Memory"
234623,"Player Elimination"
234623,"Push Your Luck"
234623,"Variable Player Powers"
25271,"Dice Rolling"
25271,"Roll / Spin and Move"
136712,"Memory"
166977,"Dice Rolling"
166977,"Hand Management"
166977,"Simultaneous Action Selection"
166977,"Variable Player Powers"
57865,"Hand Management"
57865,"Point to Point Movement"
172118,"Card Drafting"
172118,"Dice Rolling"
172118,"Modular Board"
172118,"Race"
118537,"Area-Impulse"
118537,"Dice Rolling"
123399,"Betting and Bluffing"
123399,"Hand Management"
6153,"Area Movement"
9843,"Hexagon Grid"
248332,"Dice Rolling"
248332,"Point to Point Movement"
257080,"Dice Rolling"
257080,"Pattern Recognition"
203410,"Card Drafting"
203410,"Deck Bag and Pool Building"
203410,"Dice Rolling"
203410,"Grid Movement"
203410,"Hand Management"
203410,"Modular Board"
203410,"Pick-up and Deliver"
203410,"Player Elimination"
203410,"Role Playing"
203410,"Take That"
35312,"Acting"
35312,"Real-Time"
265219,"Player Elimination"
91664,"Memory"
169918,"Hand Management"
169918,"Set Collection"
59310,"Dice Rolling"
231559,"Acting"
231559,"Memory"
16323,"Hexagon Grid"
167764,"Dice Rolling"
167764,"Set Collection"
11938,"Set Collection"
173121,"Memory"
173121,"Set Collection"
173121,"Trading"
13800,"Dice Rolling"
13800,"Hexagon Grid"
2319,"Auction/Bidding"
2319,"Stock Holding"
247493,"Action/Event"
247493,"Memory"
6981,"Roll / Spin and Move"
6981,"Set Collection"
178517,"Dice Rolling"
178517,"Variable Player Powers"
172257,"Dice Rolling"
172257,"Push Your Luck"
1093,"Hand Management"
168077,"Set Collection"
168077,"Trading"
63015,"Tile Placement"
7956,"Auction/Bidding"
7956,"Hand Management"
257880,"Dice Rolling"
257880,"Simultaneous Action Selection"
257880,"Take That"
107029,"Memory"
107029,"Pattern Recognition"
51199,"Line Drawing"
51199,"Paper-and-Pencil"
283700,"Paper-and-Pencil"
283700,"Voting"
24110,"Action Points"
24110,"Hand Management"
24110,"Tile Placement"
189678,"Deck Bag and Pool Building"
189678,"Hand Management"
283848,"Action Queue"
283848,"Area Majority / Influence"
283848,"Pattern Building"
283848,"Tile Placement"
29691,"Dice Rolling"
29691,"Hexagon Grid"
29691,"Movement Points"
29691,"Simulation"
14514,"Simulation"
184843,"Dice Rolling"
184843,"Take That"
13917,"Hexagon Grid"
13917,"Simulation"
171430,"Dice Rolling"
171430,"Modular Board"
171430,"Push Your Luck"
4365,"Dice Rolling"
4365,"Hexagon Grid"
33086,"Hexagon Grid"
85948,"Hand Management"
85948,"Tile Placement"
216629,"Dice Rolling"
216629,"Pattern Recognition"
7837,"Modular Board"
7837,"Pattern Building"
7837,"Rock-Paper-Scissors"
7837,"Tile Placement"
198269,"Hand Management"
198269,"Role Playing"
198269,"Take That"
90002,"Dice Rolling"
90002,"Hexagon Grid"
268948,"Auction/Bidding"
268948,"Player Elimination"
268948,"Roll / Spin and Move"
268948,"Set Collection"
268948,"Trading"
1665,"Roll / Spin and Move"
1665,"Track Movement"
3629,"Hand Management"
3629,"Line Drawing"
147039,"Hand Management"
147039,"Simultaneous Action Selection"
13392,"Hexagon Grid"
282332,"Area-Impulse"
282332,"Dice Rolling"
6959,"Auction/Bidding"
6959,"Player Elimination"
6959,"Roll / Spin and Move"
6959,"Set Collection"
6959,"Trading"
182380,"Action Queue"
3039,"Hexagon Grid"
82863,"Dice Rolling"
82863,"Measurement Movement"
7802,"Area Movement"
244073,"Area Movement"
244073,"Modular Board"
244073,"Rock-Paper-Scissors"
244073,"Set Collection"
244073,"Take That"
281663,"Set Collection"
16970,"Action Points"
16970,"Dice Rolling"
16970,"Grid Movement"
16970,"Modular Board"
16970,"Square Grid"
16970,"Tile Placement"
150424,"Area Majority / Influence"
150424,"Solo / Solitaire Game"
287326,"Hand Management"
287326,"Point to Point Movement"
287326,"Variable Player Powers"
30111,"Dice Rolling"
30111,"Simultaneous Action Selection"
277061,"Dice Rolling"
277061,"Hand Management"
277061,"Memory"
277061,"Take That"
277061,"Trick-taking"
9853,"Hexagon Grid"
272502,"Area Majority / Influence"
272502,"Area Movement"
272502,"Area-Impulse"
272502,"Dice Rolling"
272502,"Movement Points"
272502,"Simulation"
251136,"Commodity Speculation"
251136,"Memory"
251136,"Push Your Luck"
162022,"Hand Management"
162022,"Simultaneous Action Selection"
309545,"Chit-Pull System"
309545,"Dice Rolling"
309545,"Simulation"
318996,"Chaining"
318996,"Grid Movement"
318996,"Hand Management"
318996,"Map Addition"
318996,"Race"
318996,"Square Grid"
318996,"Take That"
318996,"Tile Placement"
10014,"Dice Rolling"
10014,"Hexagon Grid"
10014,"Simulation"
119782,"Area Majority / Influence"
119782,"Grid Movement"
119782,"Tile Placement"
298147,"Hand Management"
298147,"Push Your Luck"
298147,"Take That"
88045,"Area Movement"
88045,"Dice Rolling"
12146,"Enclosure"
12146,"Pattern Building"
201026,"Dice Rolling"
201026,"Take That"
8360,"Dice Rolling"
8360,"Hexagon Grid"
266092,"Roll / Spin and Move"
15683,"Dice Rolling"
15683,"Hexagon Grid"
110598,"Set Collection"
41712,"Acting"
41712,"Card Drafting"
41712,"Team-Based Game"
140729,"Line Drawing"
140729,"Paper-and-Pencil"
8400,"Dice Rolling"
8400,"Team-Based Game"
92186,"Dice Rolling"
92186,"Roll / Spin and Move"
92186,"Trading"
92186,"Worker Placement"
2513,"Action Points"
21861,"Point to Point Movement"
141594,"Dice Rolling"
141594,"Push Your Luck"
19432,"Grid Movement"
313100,"Dice Rolling"
313100,"Player Elimination"
284821,"Action Queue"
284821,"Cooperative Game"
284821,"Grid Movement"
284821,"Simultaneous Action Selection"
185457,"Action Points"
185457,"Dice Rolling"
185457,"Minimap Resolution"
185457,"Point to Point Movement"
185457,"Simulation"
138167,"Storytelling"
138167,"Voting"
318392,"Hand Management"
318392,"Set Collection"
25986,"Dice Rolling"
25986,"Point to Point Movement"
5411,"Area Movement"
5411,"Tile Placement"
152615,"Area Majority / Influence"
152615,"Roll / Spin and Move"
10949,"Roll / Spin and Move"
241489,"Cooperative Game"
241489,"Roll / Spin and Move"
113360,"Area Movement"
113360,"Dice Rolling"
113360,"Grid Movement"
170447,"Area Majority / Influence"
170447,"Area Movement"
170447,"Dice Rolling"
170447,"Player Elimination"
42882,"Area Movement"
42882,"Dice Rolling"
42882,"Events"
171221,"Dice Rolling"
113337,"Area Majority / Influence"
113337,"Area Movement"
113337,"Dice Rolling"
113337,"Movement Points"
113337,"Simulation"
113337,"Variable Set-up"
103016,"Dice Rolling"
103016,"Paper-and-Pencil"
103016,"Set Collection"
161765,"Network and Route Building"
161765,"Stock Holding"
161765,"Team-Based Game"
161765,"Trading"
148115,"Hand Management"
148115,"Take That"
148115,"Team-Based Game"
148115,"Trading"
307561,"Set Collection"
307561,"Variable Player Powers"
307561,"Variable Set-up"
341315,"Action Timer"
341315,"Real-Time"
5789,"Card Drafting"
5789,"Events"
5789,"Hand Management"
5789,"Team-Based Game"
349129,"Cooperative Game"
277481,"Card Drafting"
43799,"Hexagon Grid"
43799,"Simulation"
43799,"Solo / Solitaire Game"
16272,"Dice Rolling"
16272,"Hexagon Grid"
16272,"Line of Sight"
16272,"Simulation"
239940,"Dice Rolling"
41604,"Cooperative Game"
41604,"Dice Rolling"
41604,"Variable Player Powers"
9070,"Dice Rolling"
133104,"Hand Management"
133104,"Memory"
28292,"Set Collection"
178572,"Campaign / Battle Card Driven"
178572,"Dice Rolling"
178572,"Hexagon Grid"
4260,"Bias"
4260,"Dice Rolling"
4260,"Grid Movement"
4260,"Square Grid"
165585,"Hand Management"
165585,"Pattern Building"
131379,"Dice Rolling"
131379,"Hexagon Grid"
131379,"Secret Unit Deployment"
131379,"Simulation"
1047,"Pattern Building"
229172,"Card Drafting"
229172,"Dice Rolling"
229172,"Hand Management"
229172,"Set Collection"
229172,"Variable Player Powers"
219926,"Action Points"
219926,"Dice Rolling"
219926,"Movement Points"
219926,"Point to Point Movement"
88872,"Hand Management"
201047,"Hand Management"
201047,"Storytelling"
198450,"Modular Board"
198450,"Tile Placement"
166071,"Campaign / Battle Card Driven"
166071,"Cooperative Game"
24020,"Area Movement"
24020,"Dice Rolling"
19696,"Simultaneous Action Selection"
19696,"Variable Player Powers"
905,"Tile Placement"
310371,"Dice Rolling"
310371,"Hand Management"
310371,"Hexagon Grid"
310371,"Take That"
237712,"Hand Management"
237712,"Memory"
152621,"Storytelling"
180565,"Dice Rolling"
180565,"Set Collection"
93164,"Pattern Building"
225208,"Roll / Spin and Move"
136244,"Pattern Recognition"
8544,"Area Movement"
8544,"Dice Rolling"
8544,"Simulation"
135194,"Dice Rolling"
135194,"Grid Movement"
135194,"Hexagon Grid"
135194,"Simulation"
9033,"Area Movement"
9033,"Dice Rolling"
9033,"Movement Points"
9033,"Simulation"
197571,"Hand Management"
197571,"Set Collection"
197571,"Take That"
197571,"Trick-taking"
190409,"Hand Management"
190409,"Trick-taking"
762,"Dice Rolling"
762,"Hand Management"
762,"Roll / Spin and Move"
192728,"Cooperative Game"
192728,"Dice Rolling"
146387,"Action Points"
146387,"Area Movement"
146387,"Dice Rolling"
146387,"Line of Sight"
146387,"Measurement Movement"
146387,"Scenario / Mission / Campaign Game"
146387,"Secret Unit Deployment"
146387,"Simulation"
146387,"Time Track"
146387,"Variable Player Powers"
146387,"Variable Set-up"
200888,"Card Drafting"
200888,"Dice Rolling"
200888,"Hand Management"
200888,"Team-Based Game"
200888,"Trick-taking"
154243,"Dice Rolling"
154243,"Hand Management"
154243,"Simultaneous Action Selection"
189603,"Cooperative Game"
189603,"Dice Rolling"
282863,"Dice Rolling"
282863,"Worker Placement"
4073,"Storytelling"
1935,"Simultaneous Action Selection"
286714,"Dice Rolling"
286714,"Pattern Building"
113490,"Push Your Luck"
113490,"Set Collection"
12811,"Dice Rolling"
136116,"Hand Management"
136116,"Pattern Building"
20989,"Dice Rolling"
20989,"Pattern Building"
20989,"Roll / Spin and Move"
89620,"Auction/Bidding"
89620,"Player Elimination"
89620,"Roll / Spin and Move"
89620,"Set Collection"
89620,"Trading"
185228,"Voting"
3996,"Enclosure"
3996,"Real-Time"
3996,"Tile Placement"
88881,"Dice Rolling"
24379,"Roll / Spin and Move"
171369,"Pattern Building"
20924,"Action Points"
40072,"Paper-and-Pencil"
17159,"Acting"
17159,"Player Elimination"
17159,"Voting"
15654,"Area Movement"
15654,"Roll / Spin and Move"
15654,"Set Collection"
158163,"Cooperative Game"
158163,"Deck Bag and Pool Building"
265293,"Dice Rolling"
265293,"Grid Movement"
265293,"Network and Route Building"
265293,"Paper-and-Pencil"
3951,"Trick-taking"
243191,"Ladder Climbing"
40808,"Acting"
40808,"Role Playing"
231538,"Hand Management"
231538,"Memory"
231538,"Set Collection"
231538,"Take That"
73241,"Hexagon Grid"
73241,"Simulation"
27181,"Network and Route Building"
105866,"Memory"
105866,"Set Collection"
6672,"Hexagon Grid"
209322,"Action Queue"
209322,"Betting and Bluffing"
209322,"Variable Player Powers"
209322,"Worker Placement"
10392,"Dice Rolling"
10392,"Hexagon Grid"
221938,"Memory"
221938,"Team-Based Game"
221938,"Trick-taking"
141544,"Modular Board"
141544,"Roll / Spin and Move"
155414,"Dice Rolling"
155414,"Hexagon Grid"
331952,"Cooperative Game"
331952,"Storytelling"
7557,"Auction/Bidding"
7557,"Dice Rolling"
7557,"Grid Movement"
7557,"Hexagon Grid"
7557,"Simulation"
339214,"Push Your Luck"
13262,"Dice Rolling"
13262,"Roll / Spin and Move"
73574,"Hand Management"
73574,"Set Collection"
50995,"Hexagon Grid"
50995,"Simulation"
344050,"Role Playing"
344050,"Storytelling"
344050,"Targeted Clues"
344050,"Voting"
